epoch;loss;masked_mae_loss;val_loss;val_masked_mae_loss
46;2867.505859375;0.16875161230564117;2871.857666015625;0.20850984752178192
47;2867.5068359375;0.16857071220874786;2986.983642578125;0.18989825248718262
48;2867.506103515625;0.16887907683849335;2933.83984375;0.19883325695991516
49;2867.505859375;0.168718621134758;2880.042236328125;0.19816172122955322
50;2867.509765625;0.16833123564720154;3014.737548828125;0.19756464660167694
51;2867.50439453125;0.16752232611179352;2867.95849609375;0.3175175189971924
52;2867.503173828125;0.1673479527235031;2868.95166015625;0.1723361760377884
53;2867.503173828125;0.16788902878761292;2871.52978515625;0.2615952789783478
54;2867.505859375;0.1678505539894104;3928.948486328125;0.3370421230792999
55;2867.501708984375;0.16734041273593903;2867.8623046875;0.19529132544994354
56;2867.507568359375;0.16727563738822937;2868.519775390625;0.19851568341255188
57;2867.4990234375;0.16685396432876587;2868.5517578125;0.16566511988639832
58;2867.504638671875;0.16720226407051086;2868.218505859375;0.3372292220592499
59;2867.500732421875;0.1669975221157074;2874.651123046875;0.17824561893939972
60;2867.499267578125;0.16665290296077728;2870.550048828125;0.2687031924724579
61;2867.498046875;0.16664919257164001;2868.788330078125;0.18610122799873352
62;2867.501708984375;0.16667808592319489;2889.37353515625;0.2528858482837677
63;2867.494873046875;0.16632415354251862;2867.68603515625;0.20039017498493195
64;2867.493408203125;0.16654525697231293;2867.791259765625;0.21503514051437378
65;2867.495849609375;0.1662127524614334;3056.090576171875;0.3256150484085083
66;2867.49072265625;0.16629618406295776;2885.435546875;0.16095392405986786
67;2867.5048828125;0.1659078747034073;2883.9990234375;0.20285047590732574
68;2867.49169921875;0.16628096997737885;2868.57373046875;0.28727418184280396
69;2867.49853515625;0.16584829986095428;2867.94091796875;0.2639067471027374
70;2867.489013671875;0.16599546372890472;2870.67041015625;0.2827474772930145
71;2867.49072265625;0.1658138930797577;2868.7744140625;0.2778821885585785
72;2867.490966796875;0.16569842398166656;2867.884765625;0.2668439745903015
73;2867.48974609375;0.16597719490528107;2868.454345703125;0.37780889868736267
74;2867.48779296875;0.16584476828575134;2872.86572265625;0.21193505823612213
75;2867.486328125;0.16565176844596863;2920.357666015625;0.18915347754955292
76;2867.486083984375;0.165660098195076;2870.658935546875;0.23099923133850098
77;2867.486328125;0.16564086079597473;2868.356201171875;0.1785639226436615
78;2867.482177734375;0.16565629839897156;2867.756591796875;0.18802973628044128
79;2867.48291015625;0.16551972925662994;2871.327392578125;0.3250368535518646
80;2867.48388671875;0.16525579988956451;2868.3818359375;0.31329604983329773
81;2867.486328125;0.1654224693775177;2868.52490234375;0.17593559622764587
82;2867.48193359375;0.1654161810874939;2868.870849609375;0.23234206438064575
83;2867.4833984375;0.16532175242900848;2871.318603515625;0.2632808983325958
84;2867.48486328125;0.16536828875541687;2869.32568359375;0.3781951367855072
85;2867.486572265625;0.16518433392047882;2874.903564453125;0.25215622782707214
86;2867.481201171875;0.16507312655448914;2870.4970703125;0.28761887550354004
87;2867.484619140625;0.16518381237983704;2880.59228515625;0.1685638129711151
88;2867.48193359375;0.1650606095790863;2869.23095703125;0.19369876384735107
89;2867.4833984375;0.16507700085639954;2867.83203125;0.17653457820415497
90;2867.483642578125;0.1649949550628662;2869.0478515625;0.23461712896823883
91;2867.482421875;0.16492851078510284;2871.298095703125;0.2953217923641205
92;2867.48046875;0.1650550663471222;2884.6201171875;0.19209985435009003
93;2867.481201171875;0.16493840515613556;2867.790283203125;0.23188310861587524
94;2867.482421875;0.1649029552936554;2870.7177734375;0.3267350196838379
95;2867.483154296875;0.1650090515613556;2874.34033203125;0.20562703907489777
96;2867.48193359375;0.16489407420158386;2867.90185546875;0.18473955988883972
97;2867.482421875;0.16501760482788086;2871.8505859375;0.30846452713012695
98;2867.48486328125;0.16507595777511597;2869.74267578125;0.3780720829963684
99;2867.482421875;0.1648550033569336;2869.965087890625;0.1812664121389389
100;2867.479736328125;0.16501110792160034;2867.93359375;0.257028728723526
101;2867.483154296875;0.16490758955478668;2868.09912109375;0.3353167772293091
102;2867.482666015625;0.16474586725234985;2867.907470703125;0.1804383397102356
103;2867.48486328125;0.16497428715229034;2941.11328125;0.18752004206180573
104;2867.48291015625;0.1648731529712677;2873.0078125;0.18350787460803986
105;2867.478759765625;0.16476522386074066;2869.72216796875;0.33032211661338806
106;2867.482666015625;0.16479875147342682;2872.2509765625;0.17221906781196594
107;2867.48291015625;0.16469666361808777;3192.26953125;0.31266769766807556
108;2867.482177734375;0.1648242324590683;2869.4521484375;0.21312692761421204
109;2867.48095703125;0.1647103875875473;2867.75439453125;0.16891911625862122
110;2867.48095703125;0.1648436039686203;2876.265380859375;0.24611976742744446
111;2867.47900390625;0.16475540399551392;2894.89501953125;0.19201262295246124
112;2867.47998046875;0.16470788419246674;2868.91845703125;0.18744219839572906
113;2867.480224609375;0.16474728286266327;4439.875;0.17464129626750946
114;2867.48388671875;0.16477663815021515;2868.510498046875;0.3168579936027527
115;2867.479736328125;0.16477134823799133;2877.831787109375;0.17909246683120728
116;2867.4794921875;0.1647104024887085;2868.179931640625;0.2285853773355484
117;2867.481689453125;0.16474317014217377;2867.72412109375;0.18108607828617096
118;2867.482666015625;0.1647832840681076;2871.2802734375;0.362678587436676
119;2867.4794921875;0.16479270160198212;2889.461181640625;0.18114136159420013
0;3368.474365234375;0.18297027051448822;2874.000732421875;0.2113581746816635
1;2868.1142578125;0.1739613562822342;2867.870361328125;0.18174861371517181
2;2867.566162109375;0.17298148572444916;2867.585693359375;0.18917524814605713
3;2867.54931640625;0.1728975772857666;2867.56982421875;0.18807631731033325
4;2867.544677734375;0.17238007485866547;2867.701416015625;0.21378690004348755
5;2867.541259765625;0.17224624752998352;2867.617431640625;0.20127564668655396
6;2867.537841796875;0.17182525992393494;2867.706298828125;0.21096621453762054
7;2867.5361328125;0.17135606706142426;2867.633544921875;0.2267700582742691
8;2867.534423828125;0.17081348598003387;2867.7802734375;0.21697352826595306
9;2867.533447265625;0.17041251063346863;2867.66552734375;0.18806441128253937
10;2867.531005859375;0.16956017911434174;2867.65869140625;0.184672549366951
11;2867.528564453125;0.16878639161586761;2868.141357421875;0.21620404720306396
12;2867.5283203125;0.16862347722053528;2867.671142578125;0.20468443632125854
13;2867.527099609375;0.16786228120326996;2867.880615234375;0.2001764327287674
14;2867.525146484375;0.1673557311296463;2867.637451171875;0.18689082562923431
15;2867.52392578125;0.16713613271713257;2867.699951171875;0.19783855974674225
16;2867.52392578125;0.16690194606781006;2868.361083984375;0.25780996680259705
17;2867.525390625;0.16700279712677002;2868.79052734375;0.21628527343273163
18;2867.5224609375;0.16608069837093353;2867.705078125;0.19948546588420868
19;2867.521240234375;0.16545432806015015;2868.33154296875;0.16867856681346893
20;2867.51611328125;0.16338062286376953;2868.417236328125;0.19574767351150513
21;2867.51171875;0.16210852563381195;2867.5556640625;0.1805192232131958
22;2867.509521484375;0.16105292737483978;2867.559326171875;0.20174169540405273
23;2867.511962890625;0.1599145382642746;2867.924072265625;0.19743452966213226
24;2867.51025390625;0.1606273204088211;2867.63232421875;0.1908516138792038
25;2867.5087890625;0.16021721065044403;2867.62255859375;0.22527867555618286
26;2867.5087890625;0.1605183333158493;2867.97021484375;0.2052997350692749
27;2867.508056640625;0.15949614346027374;2868.292236328125;0.2118094116449356
28;2867.509033203125;0.1595262587070465;2868.602294921875;0.23399420082569122
29;2867.510498046875;0.15960702300071716;2868.805419921875;0.19666743278503418
30;2867.50634765625;0.15784797072410583;2868.633056640625;0.18451370298862457
31;2867.5009765625;0.15617159008979797;2869.115478515625;0.19534462690353394
32;2867.49853515625;0.15544314682483673;2871.4111328125;0.21528767049312592
33;2867.501220703125;0.15535807609558105;2876.752197265625;0.25030165910720825
34;2867.504150390625;0.15605449676513672;345420899287040.0;0.8932526707649231
35;2867.50244140625;0.15581846237182617;2867.6083984375;0.20082926750183105
36;2867.50244140625;0.15522576868534088;2867.556640625;0.1785098910331726
37;2867.50048828125;0.15448860824108124;2867.565673828125;0.18470074236392975
38;2867.498291015625;0.15402701497077942;2867.58056640625;0.1700422316789627
39;2867.500732421875;0.15538199245929718;2867.7646484375;0.2056378871202469
40;2867.5009765625;0.15369677543640137;2868.634765625;0.19043618440628052
41;2867.496826171875;0.1528722047805786;3218.884765625;0.41170158982276917
42;2867.49755859375;0.15249235928058624;3278.642333984375;0.21018607914447784
43;2867.493408203125;0.15122182667255402;2867.62255859375;0.19886375963687897
44;2867.489990234375;0.15045155584812164;3018.424560546875;0.22977612912654877
45;2867.489013671875;0.150290846824646;2880.78857421875;0.2348669171333313
46;2867.491455078125;0.15050730109214783;2899.079833984375;0.1916414052248001
47;2867.490966796875;0.15020661056041718;2879.599609375;0.20252567529678345
48;2867.48876953125;0.14999838173389435;2976.447998046875;0.19147180020809174
49;2867.49755859375;0.15097437798976898;2867.562255859375;0.19338978826999664
50;2867.49365234375;0.1501777321100235;2867.753173828125;0.2557554244995117
51;2867.4892578125;0.14897094666957855;2885.78271484375;0.23216857016086578
52;2867.486328125;0.14814786612987518;2867.761962890625;0.21834266185760498
53;2867.484619140625;0.14761778712272644;2901.63720703125;0.21967081725597382
54;2867.48291015625;0.14686694741249084;2891.328857421875;0.18000684678554535
55;2867.480712890625;0.1467631757259369;2881.6162109375;0.19782406091690063
56;2867.4814453125;0.14625227451324463;2878.25341796875;0.19154375791549683
57;2867.48046875;0.1461452841758728;2869.083984375;0.19314569234848022
58;2867.480224609375;0.14610417187213898;2870.645751953125;0.18173396587371826
59;2867.482666015625;0.14624394476413727;2944.2119140625;0.2073848694562912
60;2867.480224609375;0.14530020952224731;2872.137939453125;0.21179305016994476
61;2867.479248046875;0.14490020275115967;2903.012451171875;0.21167968213558197
62;2867.47802734375;0.1443881094455719;2869.8095703125;0.20917020738124847
63;2867.474853515625;0.14419153332710266;2867.568115234375;0.18659329414367676
64;2867.4736328125;0.14431200921535492;2867.669189453125;0.19259482622146606
65;2867.4765625;0.1444455236196518;2867.69287109375;0.17559945583343506
66;2867.474609375;0.14397168159484863;2871.8349609375;0.2300812155008316
67;2867.47265625;0.1436663568019867;2870.26806640625;0.19840961694717407
68;2867.468505859375;0.14310157299041748;2884.829345703125;0.17941848933696747
69;2867.4736328125;0.1431742161512375;2869.013671875;0.24621032178401947
70;2867.47216796875;0.14311765134334564;2867.768310546875;0.1941491961479187
71;2867.468505859375;0.14299099147319794;2902.1083984375;0.2308337539434433
72;2867.468505859375;0.14273160696029663;2877.814453125;0.18688689172267914
73;2867.46630859375;0.14224928617477417;2867.6396484375;0.19009815156459808
74;2867.467041015625;0.14234349131584167;2868.810791015625;0.1785184144973755
75;2867.46630859375;0.1421068012714386;2884.49951171875;0.1612679660320282
76;2867.466552734375;0.1419786959886551;2873.42724609375;0.18798591196537018
77;2867.463623046875;0.1419759839773178;2867.65673828125;0.2245972752571106
78;2867.464111328125;0.14205598831176758;2867.59912109375;0.17040492594242096
79;2867.462646484375;0.14155063033103943;2872.447998046875;0.16998280584812164
80;2867.463623046875;0.14182227849960327;2875.33349609375;0.17717832326889038
81;2867.4619140625;0.14166031777858734;2873.658935546875;0.20076458156108856
82;2867.466064453125;0.1416589617729187;2873.59130859375;0.1764671951532364
83;2867.462646484375;0.14138519763946533;2868.03662109375;0.2111823558807373
84;2867.462890625;0.1413331925868988;2875.794921875;0.19851595163345337
85;2867.462890625;0.14113035798072815;2867.655029296875;0.17276495695114136
86;2867.461181640625;0.14116571843624115;2871.657470703125;0.20808333158493042
87;2867.460693359375;0.14113125205039978;2881.322998046875;0.184681698679924
88;2867.4638671875;0.14095938205718994;2872.624755859375;0.1878722906112671
89;2867.460693359375;0.14097562432289124;2867.7021484375;0.17405277490615845
90;2867.459228515625;0.14098340272903442;2874.548828125;0.18396462500095367
91;2867.460205078125;0.14115935564041138;2867.592529296875;0.1903476119041443
92;2867.457763671875;0.14103728532791138;2867.58544921875;0.1641414761543274
93;2867.4755859375;0.14068180322647095;2881.56787109375;0.17607145011425018
94;2867.4599609375;0.140794038772583;2870.712646484375;0.1967151165008545
95;2867.46142578125;0.1409178525209427;2868.650390625;0.21254605054855347
0;4198.4140625;0.36612266302108765;4199.69384765625;0.2808171808719635
1;4197.56591796875;0.25575295090675354;4197.96923828125;0.25608891248703003
2;4195.5419921875;0.2137145698070526;4193.8291015625;0.2322046011686325
3;4190.25927734375;0.20211462676525116;4185.99755859375;0.22516535222530365
4;4179.06689453125;0.1966101974248886;4173.19189453125;0.23548145592212677
5;4160.15087890625;0.19093352556228638;4157.6162109375;0.2868160903453827
6;4134.1181640625;0.18615223467350006;4119.4912109375;0.23880444467067719
7;4102.416015625;0.1835155040025711;4085.423095703125;0.22443890571594238
8;4068.013671875;0.18028375506401062;4050.77099609375;0.19980238378047943
9;4033.698486328125;0.17841622233390808;4017.289794921875;0.2028990387916565
10;4001.206298828125;0.17681434750556946;3985.84716796875;0.20522814989089966
11;3971.279296875;0.1755683273077011;3957.38525390625;0.21581648290157318
12;3943.818603515625;0.1748969703912735;3932.256591796875;0.20555268228054047
13;3918.263427734375;0.17389586567878723;3907.74658203125;0.20290561020374298
14;3894.08935546875;0.17304854094982147;3882.353759765625;0.2135905623435974
15;3870.9208984375;0.17217828333377838;3859.802490234375;0.24982576072216034
16;3848.5107421875;0.17235338687896729;3838.787841796875;0.2544451355934143
17;3826.63818359375;0.17179417610168457;3815.900390625;0.1811496466398239
18;3805.21044921875;0.17183203995227814;3794.698974609375;0.1791442632675171
19;3784.15283203125;0.17131882905960083;3773.732177734375;0.19262927770614624
20;3768.5283203125;0.17017346620559692;3763.86865234375;0.17964434623718262
21;3758.271240234375;0.17017203569412231;3753.26513671875;0.18674588203430176
22;3748.125732421875;0.16891230642795563;3743.099853515625;0.18480926752090454
23;3738.069580078125;0.16848695278167725;3733.148681640625;0.18998169898986816
24;3728.07861328125;0.16828076541423798;3729.3359375;0.23356576263904572
25;3718.14306640625;0.16795919835567474;3715.204833984375;0.25036224722862244
26;3708.258544921875;0.1707528829574585;3704.470947265625;0.20104502141475677
27;3698.4072265625;0.17005836963653564;3694.392333984375;0.2160712331533432
28;3688.596435546875;0.16866514086723328;3693.952880859375;0.27699199318885803
29;3678.810791015625;0.16836665570735931;3674.083740234375;0.20981645584106445
30;3669.052978515625;0.16759948432445526;3664.40087890625;0.21962082386016846
31;3659.317138671875;0.16780759394168854;3655.0693359375;0.18372328579425812
32;3649.610595703125;0.16859690845012665;3645.07763671875;0.1959952861070633
33;3639.9248046875;0.16803491115570068;3635.134033203125;0.2103322297334671
34;3630.256103515625;0.1671455353498459;4.652266484347699e+16;0.8948737978935242
35;3620.583251953125;0.16691021621227264;3615.8837890625;0.19875358045101166
36;3610.93505859375;0.16616290807724;3606.27392578125;0.22527557611465454
37;3601.326171875;0.16575342416763306;3596.645263671875;0.19668982923030853
38;3591.7421875;0.16560329496860504;3587.023193359375;0.18564802408218384
39;3582.180908203125;0.16547353565692902;3587.681884765625;0.24044905602931976
40;3575.022705078125;0.1653251349925995;3575.41748046875;0.2505576014518738
41;3570.257080078125;0.16438962519168854;3620.18798828125;0.39925792813301086
42;3565.497314453125;0.16382934153079987;3565.30810546875;0.20178376138210297
43;3560.73779296875;0.16322872042655945;3558.47802734375;0.19032318890094757
44;3555.983154296875;0.16286920011043549;3554.00830078125;0.2127671092748642
45;3551.234130859375;0.16293266415596008;3549.184814453125;0.21844583749771118
46;3546.489501953125;0.16267098486423492;3544.20751953125;0.20623673498630524
47;3541.751708984375;0.16219043731689453;3539.554931640625;0.2170773297548294
48;3537.018798828125;0.16232776641845703;3534.873046875;0.21447277069091797
49;3532.2900390625;0.1615907996892929;3530.017578125;0.19751399755477905
50;3527.5625;0.16133032739162445;3528.70166015625;0.3144940435886383
51;3522.84814453125;0.16109155118465424;3520.843505859375;0.24164561927318573
52;3518.1357421875;0.16109690070152283;3520.58935546875;0.36154523491859436
53;3513.427490234375;0.1609516590833664;3511.244140625;0.20824187994003296
54;3508.724853515625;0.1602644920349121;3507.23779296875;0.22702644765377045
55;3504.030029296875;0.16053563356399536;3502.937744140625;0.21809567511081696
56;3499.34814453125;0.16067571938037872;3497.262451171875;0.22187934815883636
57;3494.6708984375;0.16072189807891846;3493.071533203125;0.22627133131027222
58;3489.9990234375;0.16059710085391998;3488.6767578125;0.19350045919418335
59;3485.33447265625;0.16049577295780182;3483.70849609375;0.24998165667057037
60;3481.831787109375;0.1597355455160141;3481.357177734375;0.26830601692199707
61;3479.501220703125;0.1593879610300064;3478.7216796875;0.232111856341362
62;3477.171142578125;0.15869617462158203;3478.340576171875;0.24700941145420074
63;3474.846435546875;0.15848177671432495;3473.8349609375;0.21104514598846436
64;3472.525634765625;0.15854565799236298;3473.39306640625;0.29661762714385986
65;3470.203369140625;0.1585026979446411;3470.101806640625;0.28015515208244324
66;3467.885009765625;0.1586657464504242;3467.326416015625;0.2113027423620224
67;3465.5673828125;0.15880684554576874;3464.588134765625;0.20966996252536774
68;3463.249267578125;0.15835711359977722;3466.551025390625;0.2212928980588913
69;3460.935302734375;0.15821853280067444;3496.07373046875;0.33473071455955505
70;3458.620849609375;0.1575552523136139;3457.740234375;0.21752190589904785
71;3456.306640625;0.15756107866764069;3458.61669921875;0.25580498576164246
72;3453.999755859375;0.15725897252559662;3453.128662109375;0.21078114211559296
73;3451.689697265625;0.1569916307926178;3451.572509765625;0.20523978769779205
74;3449.38916015625;0.15706384181976318;3448.490234375;0.23074309527873993
75;3447.082275390625;0.15734541416168213;3451.00244140625;0.2926885485649109
76;3444.781982421875;0.15717540681362152;3450.087646484375;0.2940562069416046
77;3442.4833984375;0.15711423754692078;3441.42529296875;0.20965510606765747
78;3440.178466796875;0.15678508579730988;3439.212158203125;0.20336075127124786
79;3437.881591796875;0.15651361644268036;3437.878173828125;0.20540332794189453
80;3436.155517578125;0.15696629881858826;3436.311279296875;0.22553177177906036
81;3435.00244140625;0.1565936654806137;3435.6240234375;0.25593143701553345
82;3433.853271484375;0.15627922117710114;3436.084716796875;0.22096918523311615
83;3432.69921875;0.15591679513454437;3433.063720703125;0.21991769969463348
84;3431.546875;0.1558690071105957;3433.12841796875;0.29358312487602234
85;3430.400634765625;0.1556294560432434;3434.92236328125;0.22775942087173462
86;3429.248046875;0.15560027956962585;3437.74560546875;0.3439136743545532
87;3428.096923828125;0.15562228858470917;3427.69287109375;0.18984049558639526
88;3426.944580078125;0.1555393636226654;3428.19091796875;0.25404101610183716
89;3425.7958984375;0.15536785125732422;3425.325927734375;0.196298286318779
90;3424.6474609375;0.15541450679302216;3426.25048828125;0.19997276365756989
91;3423.50341796875;0.15546022355556488;3423.3154296875;0.1967955380678177
92;3422.352783203125;0.15530669689178467;3421.872314453125;0.17962037026882172
93;3421.215087890625;0.15512284636497498;3420.987548828125;0.2415793389081955
94;3420.06103515625;0.15514732897281647;3427.1103515625;0.27885758876800537
95;3418.914794921875;0.15523824095726013;3420.6015625;0.2611447870731354
96;3417.7724609375;0.15535059571266174;3420.7080078125;0.24477100372314453
97;3416.623046875;0.15508045256137848;3420.702392578125;0.25784364342689514
98;3415.484375;0.1552431434392929;3437.035888671875;0.3288295269012451
99;3414.33935546875;0.15525023639202118;3415.183349609375;0.260619580745697
100;3413.479736328125;0.15517324209213257;3415.051025390625;0.23587073385715485
101;3412.90869140625;0.15484671294689178;3413.357177734375;0.2002994418144226
102;3412.3369140625;0.1544211059808731;3412.518310546875;0.2233092039823532
103;3411.764892578125;0.15448406338691711;3413.19140625;0.24387504160404205
104;3411.197021484375;0.1548295021057129;9485745584603136.0;0.48431041836738586
105;3410.621826171875;0.1549665331840515;3410.58740234375;0.20769651234149933
106;3410.050048828125;0.15485207736492157;3410.001220703125;0.23509426414966583
107;3409.47802734375;0.1547357141971588;3410.072021484375;0.2235378473997116
108;3408.908447265625;0.15453757345676422;3408.775146484375;0.19737136363983154
109;3408.339111328125;0.15455572307109833;3422.644287109375;0.2884158194065094
110;3407.76904296875;0.15437835454940796;3411.96826171875;0.27691301703453064
111;3407.199951171875;0.15465965867042542;3447.886962890625;0.4102644920349121
112;3406.630615234375;0.1545625925064087;3407.983642578125;0.22646553814411163
113;3406.060791015625;0.1542755514383316;3405.99365234375;0.1986367553472519
114;3405.490234375;0.1543228030204773;3405.772216796875;0.24639500677585602
115;3404.921142578125;0.15421979129314423;3405.581298828125;0.22893506288528442
116;3404.3515625;0.15444634854793549;3404.680419921875;0.23434211313724518
117;3403.781982421875;0.1541670560836792;3403.819580078125;0.23186923563480377
118;3403.213623046875;0.15457504987716675;3403.5849609375;0.22246825695037842
119;3402.64208984375;0.15426120162010193;3402.515380859375;0.2067255824804306
